timestamp (AEST),ax,ay,az,gx,gy,gz
2025-10-11 16:32:39.619,633,-291,750,1525,549,-122
2025-10-11 16:32:39.619,639,-297,749,488,488,-183
2025-10-11 16:32:39.666,641,-314,746,976,1403,-732
2025-10-11 16:32:39.667,631,-305,744,1708,3479,976
2025-10-11 16:32:39.713,636,-303,749,1220,3784,-732
2025-10-11 16:32:39.713,628,-320,747,1159,2014,-2014
2025-10-11 16:32:39.714,630,-319,746,2746,915,-488
2025-10-11 16:32:39.761,623,-291,749,1098,61,1953
2025-10-11 16:32:39.762,642,-295,746,-1831,0,2441
2025-10-11 16:32:39.810,629,-312,742,-1892,427,3051
2025-10-11 16:32:39.811,629,-322,742,-671,1403,2685
2025-10-11 16:32:39.811,623,-303,742,488,1708,2197
2025-10-11 16:32:39.859,626,-313,738,671,1342,427
2025-10-11 16:32:39.860,613,-311,739,1647,854,-793
2025-10-11 16:32:39.911,620,-300,743,1098,-854,610
2025-10-11 16:32:39.911,625,-305,736,-427,-1525,244
2025-10-11 16:32:39.958,618,-308,731,-366,-2014,122
2025-10-11 16:32:39.960,630,-313,736,-976,-1892,-1281
2025-10-11 16:32:39.962,628,-319,747,-488,-1953,-1953
2025-10-11 16:32:40.006,626,-328,742,549,-2014,-1281
2025-10-11 16:32:40.008,625,-316,744,1464,-1647,-1403
2025-10-11 16:32:40.054,624,-308,746,1403,-854,244
2025-10-11 16:32:40.055,617,-296,744,427,-1342,1464
2025-10-11 16:32:40.055,633,-309,744,-427,-1220,427
2025-10-11 16:32:40.103,631,-322,751,1281,-976,-793
2025-10-11 16:32:40.104,638,-316,752,3173,122,-1342
2025-10-11 16:32:40.152,642,-306,756,4089,2014,-1892
2025-10-11 16:32:40.153,646,-305,758,4089,3051,-1037
2025-10-11 16:32:40.153,652,-309,764,5004,6164,-244
2025-10-11 16:32:40.207,662,-308,768,7995,11291,366
2025-10-11 16:32:40.207,664,-292,757,11901,20263,122
2025-10-11 16:32:40.249,658,-303,760,15136,-30746,-3723
2025-10-11 16:32:40.251,616,-308,781,23132,-18295,-8666
2025-10-11 16:32:40.298,606,-279,787,32104,-11215,-14892
2025-10-11 16:32:40.299,586,-278,792,-20370,-1022,-18554
2025-10-11 16:32:40.300,563,-234,790,-5722,11063,-18310
2025-10-11 16:32:40.346,552,-218,778,-13596,32425,-14770
2025-10-11 16:32:40.347,517,-195,809,-20798,-10284,-9460
2025-10-11 16:32:40.395,507,-126,846,29235,-25832,-1220
2025-10-11 16:32:40.396,460,-171,893,-16220,22935,366
2025-10-11 16:32:40.396,330,-42,911,30883,-21239,22155
2025-10-11 16:32:40.444,220,-180,930,14953,-16173,26428
2025-10-11 16:32:40.445,99,-252,998,25817,-31248,23437
2025-10-11 16:32:40.542,-45,-179,1055,-23788,8042,12451
2025-10-11 16:32:40.543,-157,-116,1049,-17990,-21682,17700
2025-10-11 16:32:40.543,-166,-115,1025,-23666,18403,14831
2025-10-11 16:32:40.545,-195,-58,1018,-31784,-8209,7446
2025-10-11 16:32:40.590,-239,-41,989,29113,-26458,-1708
2025-10-11 16:32:40.591,-364,-46,1006,16418,10941,-732
2025-10-11 16:32:40.592,-364,-61,956,14404,-16220,-122
2025-10-11 16:32:40.592,-371,-58,964,10742,29907,1037
2025-10-11 16:32:40.639,-347,-12,954,9582,14160,-61
2025-10-11 16:32:40.640,-328,-5,949,5187,9643,122
2025-10-11 16:32:40.688,-310,-42,954,2075,11352,3051
2025-10-11 16:32:40.689,-319,-58,958,4211,14099,2380
2025-10-11 16:32:40.737,-345,-41,965,7385,11169,2807
2025-10-11 16:32:40.737,-363,-5,961,5859,1708,549
2025-10-11 16:32:40.738,-360,24,940,-2868,-8544,-1586
